rewards,downtime
1,0.0002368
2,0.0002376
3,0.0002384
4,0.0002392
5,0.00023999999999999998
6,0.00024079999999999997
7,0.00024159999999999996
8,0.00024239999999999996
9,0.00024319999999999995
10,0.00024399999999999994
11,0.00024479999999999993
12,0.00024559999999999995
13,0.00024639999999999997
14,0.00024799999999999996
15,0.0002488
16,0.0002496
17,0.0002504
18,0.00025120000000000003
19,0.00025200000000000005
20,0.0002528000000000001
21,0.0002536000000000001
22,0.0002544000000000001
23,0.00025520000000000013
24,0.00025600000000000015
25,0.00025680000000000017
26,0.0002576000000000002
27,0.0002584000000000002
28,0.00025920000000000023
29,0.00026000000000000025
30,0.00026080000000000027
31,0.0002616000000000003
32,0.0002624000000000003
33,0.0002632000000000003
34,0.00026400000000000035
35,0.00026480000000000036
36,0.0002656000000000004
37,0.0002664000000000004
38,0.0002672000000000004
39,0.00026800000000000044
40,0.00026880000000000046
41,0.0002696000000000005
42,0.0002704000000000005
43,0.0002712000000000005
44,0.00027200000000000054
45,0.0002736000000000005
46,0.0002736000000000005
47,0.00027440000000000054
48,0.0002752000000000005
49,0.00027600000000000053
50,0.00027680000000000055
51,0.00027840000000000053
52,0.00027920000000000055
53,0.00028000000000000057
54,0.0002808000000000006
55,0.0002816000000000006
56,0.00028240000000000063
57,0.00028320000000000065
58,0.00028400000000000067
59,0.0002848000000000007
60,0.0002856000000000007
61,0.00028640000000000073
62,0.00028720000000000075
63,0.00028800000000000077
64,0.00032800000000000076
65,0.0003288000000000008
66,0.0003296000000000008
67,0.0003304000000000008
68,0.00033120000000000084
69,0.00033200000000000086
70,0.0003328000000000009
71,0.0003336000000000009
72,0.0003344000000000009
73,0.00033520000000000094
74,0.00033600000000000096
75,0.000336800000000001
76,0.000337600000000001
77,0.000338400000000001
78,0.00033920000000000103
79,0.00034000000000000105
80,0.0003408000000000011
81,0.0003416000000000011
82,0.0003424000000000011
83,0.00034320000000000113
84,0.00034400000000000115
85,0.00034480000000000117
86,0.0003456000000000012
87,0.0003472000000000012
88,0.0003480000000000012
89,0.0003488000000000012
90,0.00034960000000000123
91,0.00035040000000000125
92,0.00035120000000000127
93,0.0003520000000000013
94,0.0003528000000000013
95,0.00035360000000000133
96,0.00035440000000000135
97,0.00035520000000000137
98,0.0003560000000000014
99,0.0003568000000000014
100,0.00035760000000000143
101,0.00035840000000000145
102,0.00035920000000000147
103,0.0003600000000000015
104,0.0003608000000000015
105,0.0003616000000000015
106,0.00036240000000000154
107,0.00036320000000000156
108,0.0003640000000000016
109,0.0003648000000000016
110,0.0003656000000000016
111,0.00036640000000000164
112,0.00036720000000000166
113,0.0003680000000000017
114,0.0003688000000000017
115,0.0003696000000000017
116,0.00037040000000000174
117,0.00037120000000000176
118,0.0003720000000000018
119,0.0003728000000000018
120,0.0003736000000000018
121,0.00037440000000000184
122,0.0003752000000000018
123,0.0003760000000000018
124,0.00037680000000000184
125,0.00037760000000000186
126,0.0003784000000000019
127,0.0003792000000000019
128,0.0003800000000000019
129,0.00038080000000000194
130,0.0003824000000000019
131,0.00038320000000000194
132,0.00038400000000000196
133,0.000384800000000002
134,0.000385600000000002
135,0.000386400000000002
136,0.00038720000000000204
137,0.00038800000000000206
138,0.0003888000000000021
139,0.0003896000000000021
140,0.0003904000000000021
141,0.00039120000000000214
